Departure,Arrival,Time,Date,Terminal
CityD,CityJ,03:12,2024-06-02,2
CityD,CityJ,04:10,2024-06-03,1
CityE,CityI,00:13,2024-06-03,1
CityA,CityF,10:08,2024-06-03,3
CityB,CityF,01:53,2024-06-03,2
CityD,CityJ,16:24,2024-06-03,2
CityD,CityG,21:54,2024-06-03,1
CityA,CityF,07:37,2024-06-03,3
CityD,CityF,06:02,2024-06-03,2
CityA,CityH,07:56,2024-06-03,2
CityB,CityG,07:07,2024-06-03,3
CityA,CityG,23:31,2024-06-03,1
CityA,CityH,11:49,2024-06-03,2
CityE,CityI,00:13,2024-06-03,3
CityE,CityF,20:04,2024-06-03,3
CityB,CityG,19:22,2024-06-04,1
CityD,CityI,17:03,2024-06-04,2
CityE,CityG,18:41,2024-06-04,2
CityD,CityG,16:56,2024-06-04,3
CityA,CityH,00:08,2024-06-04,3
CityB,CityG,16:29,2024-06-04,3
CityE,CityF,14:45,2024-06-04,3
CityE,CityH,17:05,2024-06-04,1
CityC,CityF,14:31,2024-06-04,3
CityB,CityH,00:15,2024-06-05,1
CityA,CityG,18:45,2024-06-05,2
CityC,CityJ,17:24,2024-06-05,2
CityB,CityH,22:40,2024-06-05,1
CityC,CityF,11:01,2024-06-05,3
CityB,CityJ,03:31,2024-06-05,2
CityE,CityG,08:37,2024-06-05,1
CityE,CityH,03:48,2024-06-05,3
CityB,CityG,01:23,2024-06-05,3
CityB,CityF,14:50,2024-06-05,3
CityA,CityG,18:55,2024-06-05,3
CityC,CityI,10:05,2024-06-06,1
CityB,CityI,21:03,2024-06-06,3
CityA,CityF,07:31,2024-06-06,1
CityA,CityH,21:36,2024-06-06,1
CityE,CityJ,01:40,2024-06-06,1
CityE,CityG,06:10,2024-06-06,3
CityA,CityJ,15:38,2024-06-06,3
CityB,CityF,01:07,2024-06-06,3
CityD,CityG,13:04,2024-06-06,1
CityB,CityG,01:52,2024-06-07,3
CityA,CityG,07:02,2024-06-07,2
CityB,CityF,15:34,2024-06-07,3
CityC,CityH,08:28,2024-06-07,2
CityA,CityI,21:24,2024-06-07,1
CityA,CityJ,00:06,2024-06-07,2
CityC,CityH,12:54,2024-06-07,1
CityD,CityG,00:50,2024-06-07,3
CityC,CityG,18:16,2024-06-07,3
CityA,CityF,05:32,2024-06-07,3
CityD,CityJ,23:28,2024-06-07,3
CityD,CityH,21:57,2024-06-07,3
CityB,CityG,04:42,2024-06-07,3
CityE,CityF,18:47,2024-06-07,3
CityA,CityJ,15:42,2024-06-08,2
CityD,CityJ,22:33,2024-06-08,2
CityE,CityJ,03:59,2024-06-08,1
CityC,CityJ,03:52,2024-06-08,3
CityC,CityH,08:42,2024-06-08,1
CityE,CityG,14:30,2024-06-08,1
CityD,CityJ,07:51,2024-06-08,3
CityE,CityG,23:39,2024-06-08,1
CityA,CityG,10:52,2024-06-08,2
CityC,CityI,15:27,2024-06-08,3
CityD,CityI,19:50,2024-06-09,1
CityB,CityF,13:47,2024-06-09,1
CityC,CityI,20:49,2024-06-09,2
CityC,CityF,07:00,2024-06-09,3
CityC,CityI,21:44,2024-06-09,2
CityD,CityG,22:49,2024-06-09,2
CityD,CityJ,06:09,2024-06-09,2
CityA,CityG,22:03,2024-06-09,3
CityB,CityH,18:11,2024-06-09,2
CityB,CityH,15:30,2024-06-09,3
CityB,CityI,15:11,2024-06-09,1
CityE,CityF,09:01,2024-06-09,3
CityB,CityG,18:19,2024-06-09,3
CityC,CityH,19:42,2024-06-09,2
CityB,CityI,07:05,2024-06-10,2
CityB,CityJ,21:02,2024-06-10,1
CityC,CityH,17:00,2024-06-10,2
CityC,CityG,22:45,2024-06-10,2
CityE,CityI,12:02,2024-06-10,3
CityD,CityH,03:46,2024-06-10,2
CityA,CityG,01:45,2024-06-10,2
CityA,CityJ,03:42,2024-06-11,2
CityC,CityF,01:44,2024-06-11,2
CityB,CityH,14:54,2024-06-11,1
CityA,CityI,09:19,2024-06-11,1
CityE,CityG,18:46,2024-06-11,2
CityC,CityF,23:30,2024-06-12,1
CityD,CityH,07:29,2024-06-12,3
CityC,CityH,15:03,2024-06-12,3
CityE,CityH,05:30,2024-06-12,3
CityA,CityF,10:51,2024-06-12,1
CityD,CityF,20:05,2024-06-12,1
CityD,CityH,05:00,2024-06-12,1
CityC,CityF,12:35,2024-06-12,2
CityC,CityF,09:15,2024-06-12,3
CityD,CityG,00:05,2024-06-12,3
CityA,CityJ,23:49,2024-06-12,2
CityA,CityG,05:37,2024-06-12,1
CityB,CityG,14:37,2024-06-12,3
CityE,CityI,05:46,2024-06-12,1
CityC,CityI,02:53,2024-06-12,3
CityD,CityH,08:14,2024-06-13,1
CityA,CityH,22:43,2024-06-13,1
CityD,CityJ,01:55,2024-06-13,3
CityC,CityJ,18:08,2024-06-13,2
CityB,CityI,07:25,2024-06-13,3
CityA,CityH,12:52,2024-06-14,2
CityD,CityG,23:40,2024-06-14,2
CityC,CityG,04:32,2024-06-14,2
CityB,CityJ,02:26,2024-06-14,2
CityE,CityJ,10:50,2024-06-14,3
CityC,CityG,19:13,2024-06-14,3
CityB,CityI,07:05,2024-06-14,3
CityE,CityI,08:34,2024-06-14,2
CityB,CityG,19:23,2024-06-14,1
CityA,CityI,03:45,2024-06-14,1
CityE,CityI,05:29,2024-06-14,3
CityD,CityF,02:06,2024-06-15,1
CityE,CityG,16:50,2024-06-15,1
CityA,CityH,06:03,2024-06-15,1
CityA,CityG,18:04,2024-06-15,1
CityB,CityI,08:18,2024-06-15,3
CityE,CityF,09:16,2024-06-15,3
CityA,CityG,13:21,2024-06-15,3
CityB,CityG,19:05,2024-06-15,3
CityD,CityF,17:06,2024-06-15,1
CityA,CityI,03:34,2024-06-15,3
CityC,CityF,01:51,2024-06-15,1
CityA,CityF,11:50,2024-06-15,3
CityB,CityF,10:57,2024-06-15,2
CityA,CityF,01:25,2024-06-15,2
CityE,CityH,13:45,2024-06-16,1
CityE,CityF,20:28,2024-06-16,1
CityB,CityF,06:15,2024-06-16,1
CityD,CityG,03:02,2024-06-16,2
CityC,CityI,15:32,2024-06-16,3
CityC,CityI,16:39,2024-06-16,2
CityE,CityH,10:55,2024-06-16,3
CityB,CityH,15:24,2024-06-17,3
CityB,CityJ,10:53,2024-06-17,1
CityD,CityH,11:46,2024-06-17,1
CityC,CityF,21:41,2024-06-17,1
CityA,CityG,06:18,2024-06-17,3
CityB,CityH,03:44,2024-06-17,1
CityC,CityJ,20:43,2024-06-17,1
CityD,CityF,21:10,2024-06-18,3
CityA,CityH,08:41,2024-06-18,2
CityD,CityF,12:39,2024-06-18,3
CityA,CityJ,22:51,2024-06-18,1
CityB,CityH,21:29,2024-06-18,1
CityA,CityJ,02:40,2024-06-18,1
CityA,CityJ,06:20,2024-06-18,1
CityE,CityJ,23:28,2024-06-19,3
CityC,CityH,07:59,2024-06-19,2
CityD,CityH,05:40,2024-06-19,1
CityC,CityG,19:13,2024-06-19,1
CityC,CityI,16:38,2024-06-19,3
CityE,CityF,13:12,2024-06-19,1
CityB,CityI,22:52,2024-06-20,3
CityA,CityG,12:34,2024-06-20,3
CityE,CityF,00:42,2024-06-20,1
CityD,CityG,13:17,2024-06-20,1
CityE,CityJ,23:18,2024-06-20,2
CityB,CityH,04:20,2024-06-20,2
CityE,CityJ,15:24,2024-06-21,2
CityD,CityF,01:24,2024-06-21,1
CityD,CityI,13:35,2024-06-21,2
CityE,CityF,21:04,2024-06-21,3
CityB,CityI,05:08,2024-06-21,3
CityC,CityI,17:21,2024-06-21,2
CityA,CityF,06:29,2024-06-21,1
CityA,CityG,10:01,2024-06-21,1
CityB,CityG,03:23,2024-06-21,3
CityB,CityG,20:37,2024-06-21,1
CityE,CityI,15:23,2024-06-21,3
CityB,CityH,08:28,2024-06-21,3
CityB,CityF,16:06,2024-06-22,1
CityA,CityF,08:30,2024-06-22,1
CityD,CityJ,01:26,2024-06-22,2
CityE,CityI,22:21,2024-06-22,2
CityA,CityH,02:14,2024-06-22,2
CityA,CityJ,16:28,2024-06-22,2
CityC,CityG,23:58,2024-06-22,1
CityC,CityI,10:54,2024-06-22,3
CityA,CityJ,03:08,2024-06-22,3
CityB,CityG,23:09,2024-06-22,2
CityA,CityH,08:35,2024-06-22,2
CityD,CityJ,13:40,2024-06-22,2
CityE,CityF,16:21,2024-06-22,3
CityB,CityI,20:42,2024-06-22,2
CityE,CityH,15:23,2024-06-22,2
CityC,CityH,22:32,2024-06-23,3
CityC,CityG,05:09,2024-06-23,1
CityC,CityF,10:29,2024-06-23,3
CityD,CityJ,14:40,2024-06-23,1
CityA,CityF,04:43,2024-06-23,2
CityE,CityI,11:01,2024-06-23,1
CityB,CityF,14:52,2024-06-23,1
CityB,CityI,12:58,2024-06-23,1
CityC,CityJ,02:14,2024-06-23,1
CityC,CityH,03:28,2024-06-23,3
CityD,CityH,17:12,2024-06-23,1
CityD,CityI,22:11,2024-06-24,1
CityE,CityF,17:57,2024-06-24,3
CityD,CityG,18:41,2024-06-24,1
CityB,CityI,02:09,2024-06-24,3
CityC,CityF,12:47,2024-06-24,3
CityA,CityH,04:50,2024-06-24,3
CityC,CityJ,15:14,2024-06-24,1
CityC,CityJ,09:17,2024-06-25,2
CityC,CityG,23:25,2024-06-25,1
CityD,CityF,18:10,2024-06-25,2
CityA,CityJ,20:22,2024-06-25,1
CityE,CityI,00:34,2024-06-25,2
CityB,CityI,09:52,2024-06-26,3
CityA,CityF,08:13,2024-06-26,1
CityC,CityG,22:42,2024-06-26,1
CityC,CityF,06:12,2024-06-26,1
CityD,CityJ,12:28,2024-06-26,3
CityB,CityJ,12:10,2024-06-27,1
CityA,CityG,09:35,2024-06-27,3
CityC,CityI,11:16,2024-06-27,2
CityB,CityF,23:18,2024-06-27,3
CityD,CityI,19:06,2024-06-27,3
CityE,CityI,15:24,2024-06-27,1
CityE,CityF,01:42,2024-06-27,2
CityC,CityH,13:55,2024-06-28,1
CityB,CityH,05:03,2024-06-28,3
CityD,CityG,23:18,2024-06-28,3
CityE,CityH,23:16,2024-06-28,3
CityD,CityI,00:01,2024-06-28,3
CityE,CityF,18:50,2024-06-28,1
CityA,CityI,16:46,2024-06-28,2
CityD,CityF,14:06,2024-06-28,3
CityD,CityG,00:24,2024-06-28,2
CityD,CityI,05:37,2024-06-28,2
CityD,CityG,01:04,2024-06-28,2
CityD,CityH,07:55,2024-06-28,1
CityC,CityG,20:30,2024-06-28,2
CityD,CityF,22:39,2024-06-28,3
CityC,CityF,06:48,2024-06-28,2
CityC,CityI,00:51,2024-06-29,2
CityA,CityG,18:25,2024-06-29,3
CityC,CityH,05:32,2024-06-29,1
CityE,CityH,12:10,2024-06-29,2
CityA,CityI,00:41,2024-06-29,1
CityE,CityF,05:13,2024-06-29,2
CityB,CityJ,23:18,2024-06-29,1
CityB,CityI,06:50,2024-06-30,1
CityD,CityH,18:35,2024-06-30,1
CityA,CityF,14:50,2024-06-30,1
CityD,CityJ,04:20,2024-06-30,2
CityC,CityJ,13:46,2024-06-30,1
CityB,CityI,03:51,2024-06-30,1
CityC,CityJ,14:15,2024-06-30,2
CityA,CityH,01:19,2024-07-01,1
CityB,CityJ,11:25,2024-07-01,2
CityE,CityF,10:37,2024-07-01,3
CityD,CityJ,06:47,2024-07-01,1
CityC,CityJ,15:32,2024-07-01,3
CityB,CityJ,01:11,2024-07-01,3
CityB,CityH,18:16,2024-07-01,3
CityD,CityJ,23:35,2024-07-01,3
CityC,CityH,05:35,2024-07-01,2
CityD,CityJ,23:01,2024-07-02,3
CityE,CityG,06:35,2024-07-02,1
CityB,CityF,03:09,2024-07-02,2
CityA,CityH,11:07,2024-07-02,3
CityC,CityI,19:10,2024-07-02,1
CityA,CityF,15:30,2024-07-02,3
CityD,CityI,16:49,2024-07-03,2
CityE,CityH,02:31,2024-07-03,2
CityC,CityH,12:01,2024-07-03,3
CityD,CityF,10:10,2024-07-03,1
CityA,CityJ,05:34,2024-07-03,1
CityD,CityI,17:09,2024-07-03,1
CityA,CityJ,12:23,2024-07-03,1
CityB,CityF,16:02,2024-07-03,2
CityC,CityF,12:04,2024-07-03,3
CityD,CityI,09:24,2024-07-03,3
CityD,CityF,19:16,2024-07-03,3
CityA,CityG,23:00,2024-07-03,3
CityC,CityJ,18:00,2024-07-03,1
CityE,CityF,10:31,2024-07-03,1
CityD,CityF,03:06,2024-07-04,2
CityC,CityG,15:41,2024-07-04,3
CityE,CityH,05:50,2024-07-04,2
CityA,CityG,20:10,2024-07-04,1
CityD,CityG,18:07,2024-07-04,2
CityB,CityF,21:26,2024-07-04,1
CityE,CityG,01:48,2024-07-04,1
CityE,CityH,08:57,2024-07-04,1
CityE,CityG,16:49,2024-07-04,3
CityA,CityF,08:07,2024-07-04,1
CityB,CityF,17:44,2024-07-04,1
CityE,CityH,09:05,2024-07-04,2
CityB,CityH,06:59,2024-07-04,2
CityE,CityF,15:44,2024-07-04,1
CityC,CityH,16:56,2024-07-04,2
CityC,CityI,07:07,2024-07-05,3
CityE,CityH,18:01,2024-07-05,2
CityD,CityF,09:55,2024-07-05,2
CityE,CityJ,19:07,2024-07-05,2
CityE,CityJ,11:06,2024-07-05,3
CityA,CityI,13:53,2024-07-05,3
CityE,CityH,18:31,2024-07-05,3
CityA,CityG,20:59,2024-07-05,3
CityD,CityH,23:26,2024-07-05,2
CityB,CityF,19:34,2024-07-05,1
CityD,CityI,12:31,2024-07-06,1
CityC,CityJ,22:59,2024-07-06,2
CityE,CityG,11:15,2024-07-06,3
CityE,CityI,23:51,2024-07-06,2
CityE,CityG,03:22,2024-07-06,2
CityC,CityJ,08:42,2024-07-06,2
CityD,CityI,09:53,2024-07-06,1
CityC,CityF,02:17,2024-07-06,2
CityE,CityG,08:30,2024-07-06,3
CityB,CityJ,09:38,2024-07-06,3
CityE,CityI,07:14,2024-07-07,1
CityA,CityF,12:27,2024-07-07,2
CityE,CityI,09:05,2024-07-07,3
CityA,CityH,13:28,2024-07-07,1
CityE,CityF,06:51,2024-07-07,3
CityE,CityG,04:48,2024-07-07,3
CityE,CityF,09:31,2024-07-07,2
CityD,CityJ,21:32,2024-07-07,1
CityE,CityJ,20:26,2024-07-07,2
CityB,CityI,21:16,2024-07-07,3
CityA,CityJ,20:05,2024-07-07,1
CityA,CityG,17:30,2024-07-07,2
CityE,CityF,01:20,2024-07-08,2
CityD,CityJ,03:23,2024-07-08,3
CityD,CityI,08:42,2024-07-08,1
CityE,CityJ,03:08,2024-07-08,2
CityE,CityG,16:56,2024-07-08,2
CityC,CityH,05:11,2024-07-08,3
CityB,CityI,19:50,2024-07-08,3
CityC,CityF,11:41,2024-07-08,1
CityE,CityJ,04:26,2024-07-08,3
CityE,CityI,06:15,2024-07-08,3
CityD,CityF,03:56,2024-07-08,2
CityA,CityJ,07:23,2024-07-08,2
CityD,CityF,10:35,2024-07-09,1
CityE,CityI,10:05,2024-07-09,1
CityB,CityF,14:07,2024-07-09,2
CityB,CityI,17:32,2024-07-09,1
CityC,CityI,06:33,2024-07-09,3
CityA,CityJ,08:15,2024-07-09,3
CityC,CityI,02:38,2024-07-09,1
CityE,CityI,17:36,2024-07-09,1
CityE,CityF,23:51,2024-07-09,2
CityE,CityJ,00:05,2024-07-10,3
CityA,CityH,04:05,2024-07-10,2
CityA,CityJ,07:32,2024-07-10,1
CityA,CityI,07:47,2024-07-10,1
CityE,CityF,04:36,2024-07-10,2
CityA,CityI,03:03,2024-07-10,2
CityE,CityG,08:14,2024-07-10,3
CityB,CityG,23:39,2024-07-10,2
CityE,CityF,03:08,2024-07-11,2
CityB,CityF,20:53,2024-07-11,2
CityE,CityI,16:05,2024-07-11,2
CityA,CityG,12:14,2024-07-11,1
CityE,CityG,04:16,2024-07-11,3
CityE,CityG,11:32,2024-07-11,2
CityD,CityI,23:07,2024-07-11,1
CityC,CityI,05:26,2024-07-11,1
CityC,CityJ,21:38,2024-07-11,2
CityA,CityF,03:04,2024-07-12,2
CityC,CityI,15:34,2024-07-12,3
CityE,CityF,08:59,2024-07-12,1
CityA,CityF,19:00,2024-07-12,1
CityD,CityJ,00:17,2024-07-12,2
CityE,CityJ,06:05,2024-07-12,3
CityE,CityI,20:36,2024-07-12,3
CityB,CityI,01:56,2024-07-12,2
CityA,CityF,18:05,2024-07-12,1
CityA,CityI,19:17,2024-07-13,3
CityE,CityI,02:10,2024-07-13,3
CityD,CityG,03:00,2024-07-13,3
CityE,CityG,00:39,2024-07-13,2
CityD,CityI,02:03,2024-07-13,3
CityB,CityF,22:33,2024-07-13,2
CityC,CityJ,14:52,2024-07-13,1
CityC,CityG,13:11,2024-07-14,3
CityC,CityJ,21:18,2024-07-14,3
CityE,CityI,11:43,2024-07-14,3
CityD,CityH,13:18,2024-07-14,1
CityA,CityG,20:21,2024-07-14,2
CityB,CityJ,10:24,2024-07-14,3
CityE,CityH,12:44,2024-07-14,3
CityB,CityH,21:06,2024-07-14,3
CityA,CityF,03:55,2024-07-14,3
CityA,CityI,06:47,2024-07-14,1
CityB,CityG,13:19,2024-07-14,3
CityB,CityG,09:32,2024-07-15,2
CityA,CityH,06:38,2024-07-15,2
CityD,CityF,15:44,2024-07-15,1
CityC,CityG,02:22,2024-07-15,3
CityB,CityH,17:48,2024-07-15,2
CityD,CityF,12:19,2024-07-15,2
CityE,CityH,22:27,2024-07-15,1
CityB,CityF,01:47,2024-07-15,3
CityB,CityG,07:19,2024-07-15,1
CityB,CityF,23:06,2024-07-15,2
CityE,CityH,09:18,2024-07-15,2
CityA,CityJ,03:47,2024-07-15,2
CityC,CityG,04:22,2024-07-15,3
CityC,CityJ,20:12,2024-07-15,2
CityB,CityG,13:38,2024-07-15,2
CityC,CityI,03:03,2024-07-16,1
CityD,CityJ,13:19,2024-07-16,2
CityC,CityH,12:09,2024-07-16,1
CityB,CityI,05:58,2024-07-16,1
CityD,CityF,08:25,2024-07-16,1
CityC,CityF,16:50,2024-07-16,1
CityD,CityF,13:32,2024-07-16,1
CityE,CityI,17:32,2024-07-16,2
CityE,CityF,16:47,2024-07-16,3
CityC,CityI,22:36,2024-07-16,3
CityC,CityH,19:51,2024-07-17,3
CityA,CityH,02:20,2024-07-17,2
CityE,CityF,20:23,2024-07-17,3
CityD,CityI,04:12,2024-07-17,3
CityC,CityJ,14:39,2024-07-17,1
CityC,CityG,20:22,2024-07-17,1
CityA,CityJ,04:35,2024-07-17,1
CityD,CityG,11:10,2024-07-17,1
CityD,CityH,07:43,2024-07-17,2
CityB,CityG,15:50,2024-07-17,2
CityC,CityI,08:26,2024-07-17,3
CityA,CityH,02:35,2024-07-17,1
CityB,CityF,06:06,2024-07-17,1
CityE,CityJ,14:17,2024-07-17,1
CityC,CityI,09:59,2024-07-18,1
CityE,CityI,09:29,2024-07-18,3
CityD,CityJ,03:47,2024-07-18,2
CityB,CityI,21:05,2024-07-18,3
CityB,CityG,09:01,2024-07-18,2
CityA,CityJ,13:48,2024-07-18,3
CityD,CityH,19:38,2024-07-18,1
CityD,CityJ,13:13,2024-07-19,3
CityA,CityI,10:41,2024-07-19,3
CityB,CityG,08:27,2024-07-19,1
CityE,CityI,00:13,2024-07-19,1
CityA,CityI,21:25,2024-07-19,1
CityE,CityF,06:07,2024-07-19,2
CityA,CityJ,02:39,2024-07-19,1
CityB,CityF,23:48,2024-07-19,1
CityB,CityF,22:36,2024-07-19,2
CityE,CityF,15:10,2024-07-19,2
CityB,CityI,22:31,2024-07-19,2
CityE,CityJ,23:26,2024-07-20,2
CityE,CityH,05:36,2024-07-20,1
CityD,CityF,11:10,2024-07-20,2
CityA,CityH,04:05,2024-07-20,1
CityE,CityI,01:59,2024-07-20,1
CityE,CityI,09:10,2024-07-20,3
CityD,CityI,16:32,2024-07-20,2
CityD,CityJ,03:08,2024-07-20,2
CityC,CityF,01:06,2024-07-20,1
CityD,CityG,08:30,2024-07-20,3
CityB,CityH,16:54,2024-07-20,3
CityD,CityF,13:59,2024-07-20,2
CityD,CityH,14:07,2024-07-21,3
CityD,CityJ,17:42,2024-07-21,1
CityB,CityG,17:43,2024-07-21,2
CityB,CityG,08:30,2024-07-21,2
CityB,CityF,21:24,2024-07-21,1
CityB,CityF,06:07,2024-07-21,2
CityB,CityG,08:14,2024-07-21,3
CityA,CityG,14:45,2024-07-21,1
CityB,CityH,07:03,2024-07-21,3
CityE,CityJ,20:16,2024-07-21,2
CityD,CityG,20:52,2024-07-21,1
CityE,CityF,22:58,2024-07-21,1
CityB,CityF,11:27,2024-07-22,1
CityA,CityH,21:21,2024-07-22,2
CityA,CityH,11:02,2024-07-22,1
CityD,CityF,22:19,2024-07-22,2
CityA,CityG,19:17,2024-07-22,3
CityB,CityH,04:39,2024-07-22,3
CityB,CityG,13:43,2024-07-22,2
CityA,CityF,15:17,2024-07-22,1
CityA,CityJ,01:10,2024-07-22,3
CityA,CityF,22:18,2024-07-22,1
CityB,CityG,21:34,2024-07-22,1
CityC,CityI,12:40,2024-07-23,1
CityD,CityI,01:51,2024-07-23,2
CityA,CityF,00:50,2024-07-23,1
CityD,CityH,00:18,2024-07-23,2
CityB,CityG,00:05,2024-07-23,2
CityD,CityG,23:08,2024-07-23,3
CityC,CityH,22:30,2024-07-23,3
CityA,CityF,11:10,2024-07-23,2
CityD,CityJ,15:40,2024-07-23,3
CityC,CityF,18:33,2024-07-23,1
CityA,CityF,19:53,2024-07-23,2
CityB,CityH,16:32,2024-07-23,2
CityD,CityH,04:25,2024-07-23,2
CityB,CityG,06:55,2024-07-23,3
CityA,CityJ,09:32,2024-07-24,3
CityD,CityH,01:35,2024-07-24,3
CityB,CityF,00:10,2024-07-24,3
CityB,CityG,17:44,2024-07-24,2
CityA,CityF,00:01,2024-07-24,2
CityA,CityH,12:51,2024-07-24,2
CityE,CityF,23:31,2024-07-24,3
CityD,CityF,17:24,2024-07-24,2
CityD,CityF,22:26,2024-07-24,3
CityA,CityH,03:51,2024-07-24,3
CityE,CityJ,14:18,2024-07-24,3
CityD,CityH,03:41,2024-07-24,3
CityD,CityH,04:57,2024-07-24,3
CityA,CityG,00:53,2024-07-25,1
CityE,CityG,00:21,2024-07-25,3
CityB,CityJ,14:53,2024-07-25,2
CityD,CityI,19:26,2024-07-25,1
CityC,CityH,18:21,2024-07-25,2
CityB,CityI,00:31,2024-07-25,3
CityC,CityI,19:05,2024-07-25,2
CityB,CityJ,11:40,2024-07-25,3
CityB,CityH,08:04,2024-07-25,3
CityE,CityF,20:19,2024-07-25,1
CityE,CityF,11:23,2024-07-25,3
CityA,CityH,21:45,2024-07-25,1
CityB,CityF,16:14,2024-07-25,3
CityB,CityH,17:01,2024-07-25,2
CityA,CityH,19:21,2024-07-26,3
CityC,CityF,17:30,2024-07-26,3
CityC,CityF,20:52,2024-07-26,1
CityB,CityH,09:22,2024-07-26,1
CityA,CityJ,20:57,2024-07-26,3
CityD,CityF,05:50,2024-07-26,1
CityD,CityH,20:39,2024-07-26,2
CityE,CityF,20:55,2024-07-26,2
CityA,CityF,10:12,2024-07-26,2
CityC,CityH,01:07,2024-07-26,1
CityA,CityG,22:34,2024-07-27,2
CityA,CityG,04:16,2024-07-27,3
CityC,CityJ,08:11,2024-07-27,3
CityE,CityI,04:24,2024-07-27,3
CityA,CityJ,23:59,2024-07-27,3
CityA,CityF,20:18,2024-07-27,3
CityA,CityF,23:58,2024-07-27,3
CityC,CityI,20:42,2024-07-27,3
CityC,CityJ,12:13,2024-07-27,3
CityC,CityH,08:46,2024-07-27,2
CityB,CityH,16:25,2024-07-28,1
CityA,CityG,12:05,2024-07-28,3
CityC,CityF,21:50,2024-07-28,1
CityB,CityH,11:34,2024-07-28,1
CityD,CityI,09:15,2024-07-28,3
CityD,CityH,09:20,2024-07-28,1
CityD,CityG,16:04,2024-07-28,2
CityB,CityJ,06:49,2024-07-28,2
CityC,CityG,20:54,2024-07-28,2
CityB,CityH,12:11,2024-07-28,2
CityC,CityF,10:31,2024-07-28,2
CityA,CityI,12:39,2024-07-28,1
CityA,CityI,02:43,2024-07-28,3
CityE,CityF,20:57,2024-07-29,3
CityC,CityJ,05:13,2024-07-29,1
CityC,CityG,21:39,2024-07-29,3
CityA,CityJ,00:57,2024-07-29,2
CityA,CityH,18:11,2024-07-29,1
CityD,CityH,00:18,2024-07-29,2
CityE,CityH,15:20,2024-07-29,1
CityA,CityF,15:48,2024-07-29,2
CityE,CityJ,07:45,2024-07-29,3
CityA,CityG,09:20,2024-07-29,1
CityD,CityI,08:28,2024-07-29,2
CityD,CityF,17:02,2024-07-29,3
CityA,CityJ,23:40,2024-07-29,3
CityE,CityJ,16:31,2024-07-30,1
CityB,CityH,08:31,2024-07-30,3
CityA,CityJ,21:34,2024-07-30,3
CityA,CityF,10:58,2024-07-30,1
CityA,CityI,02:55,2024-07-30,1
CityB,CityH,06:41,2024-07-30,1
CityD,CityI,16:31,2024-07-30,1
CityC,CityH,13:40,2024-07-30,3
CityC,CityG,05:29,2024-07-30,1
CityC,CityJ,14:09,2024-07-30,1
CityD,CityF,08:43,2024-07-30,3
CityC,CityI,00:10,2024-07-31,3
CityB,CityH,11:47,2024-07-31,3
CityD,CityG,08:27,2024-07-31,3
CityA,CityH,01:38,2024-07-31,3
CityC,CityJ,12:15,2024-07-31,2
CityC,CityI,09:59,2024-07-31,3
CityC,CityH,23:13,2024-07-31,2
CityD,CityG,07:38,2024-07-31,3
CityE,CityJ,05:02,2024-07-31,1
CityA,CityH,20:55,2024-07-31,3
CityA,CityG,13:29,2024-07-31,1
CityC,CityG,14:20,2024-07-31,1
CityC,CityH,10:06,2024-07-31,1
CityC,CityF,04:31,2024-07-31,2
CityC,CityI,05:39,2024-08-01,1
CityD,CityG,18:06,2024-08-01,1
CityB,CityG,18:39,2024-08-01,3
CityE,CityI,14:12,2024-08-01,1
CityE,CityJ,03:21,2024-08-01,2
CityD,CityI,00:24,2024-08-01,1
CityA,CityH,15:23,2024-08-01,3
CityD,CityI,23:02,2024-08-02,2
CityC,CityF,13:41,2024-08-02,2
CityC,CityH,14:39,2024-08-02,1
CityA,CityF,22:11,2024-08-02,2
CityB,CityG,09:57,2024-08-02,1
CityC,CityF,00:25,2024-08-02,3
CityE,CityI,22:40,2024-08-02,3
CityE,CityF,23:42,2024-08-02,1
CityE,CityH,18:06,2024-08-03,2
CityD,CityJ,18:44,2024-08-03,2
CityB,CityF,21:25,2024-08-03,2
CityC,CityJ,12:40,2024-08-03,3
CityA,CityI,14:09,2024-08-03,3
CityE,CityG,18:40,2024-08-03,3
CityA,CityF,06:16,2024-08-03,1
CityD,CityH,23:10,2024-08-03,3
CityE,CityJ,00:22,2024-08-03,2
CityA,CityG,14:04,2024-08-04,1
CityC,CityF,14:39,2024-08-04,3
CityB,CityF,11:33,2024-08-04,3
CityB,CityF,21:02,2024-08-04,2
CityA,CityH,15:00,2024-08-04,1
CityE,CityF,12:41,2024-08-04,2
CityD,CityH,10:28,2024-08-04,3
CityE,CityH,01:06,2024-08-04,3
CityD,CityH,22:03,2024-08-04,1
CityB,CityH,18:26,2024-08-04,2
CityC,CityG,01:23,2024-08-05,1
CityC,CityH,00:50,2024-08-05,1
CityB,CityF,18:38,2024-08-05,1
CityC,CityJ,22:31,2024-08-05,1
CityD,CityH,13:40,2024-08-05,2
CityB,CityH,11:34,2024-08-05,2
CityE,CityH,01:21,2024-08-05,2
CityB,CityJ,22:24,2024-08-06,3
CityB,CityH,16:17,2024-08-06,2
CityB,CityF,07:56,2024-08-06,1
CityE,CityJ,13:00,2024-08-06,3
CityB,CityJ,16:37,2024-08-06,2
CityA,CityG,15:21,2024-08-06,3
CityB,CityJ,12:46,2024-08-06,1
CityC,CityG,03:20,2024-08-06,3
CityD,CityF,10:05,2024-08-06,3
CityA,CityH,05:31,2024-08-06,2
CityB,CityG,05:03,2024-08-07,2
